VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_1160,AR-MA-Bruzzone-Pisoni-F-Fragata-en-mar-embravecido-1160-00-EN.jpg,AR-MA-Bruzzone-Pisoni-F-Fragata-en-mar-embravecido-1160-00-ES.jpg,Martin Gersbach,"Pisoni, F.",Fragata en mar embravecido,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],lienzo (material) [aat:300014078]; pintura al óleo (material) [aat:300015050],canvas (textile material) [aat:300014078]; oil paint (paint) [aat:300015050],"Fragata en un mar embravecido. De fondo, el sol asoma entre las nubes","Frigate in a rough sea. In the background, the sun peeks through the clouds.",40 cm x 30 cm,1959 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1160",-34.60,-58.38,i_1160-00,"imageOf w_1160, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pisoni-F-Fragata-en-mar-embravecido-1160-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pisoni-F-Fragata-en-mar-embravecido-1160-00-ES.jpg,Fragata en mar embravecido,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; lienzo (material) [aat:300014078]; pintura al óleo (material) [aat:300015050]; Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; canvas (textile material) [aat:300014078]; oil paint (paint) [aat:300015050]; Argentinean; Contemporary,"Fragata en un mar embravecido. De fondo, el sol asoma entre las nubes","Frigate in a rough sea. In the background, the sun peeks through the clouds.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],lienzo (material) [aat:300014078]; pintura al óleo (material) [aat:300015050],canvas (textile material) [aat:300014078]; oil paint (paint) [aat:300015050],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1160, Bruzzone Database",w_1160
w_1814,AR-MA-Bruzzone-Pizarro-Alejandro-Comparcero-1814-00-EN.jpg,AR-MA-Bruzzone-Pizarro-Alejandro-Comparcero-1814-00-ES.jpg,Martin Gersbach,"Pizarro, Alejandro",El Comparcero,,,,,"Un esqueleto vestido de comparcero, con luna a la izquierda superior, en cuadrado entre tablillas de madera con detalles de adorno","A skeleton dressed as a sharecropper, with moon at upper left, in square between wooden slats with ornamental details.",16 cm x 12 cm x 4.5 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1814",-34.60,-58.38,i_1814-00,"imageOf w_1814, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pizarro-Alejandro-Comparcero-1814-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pizarro-Alejandro-Comparcero-1814-00-ES.jpg,El Comparcero,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Un esqueleto vestido de comparcero, con luna a la izquierda superior, en cuadrado entre tablillas de madera con detalles de adorno","A skeleton dressed as a sharecropper, with moon at upper left, in square between wooden slats with ornamental details.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1814, Bruzzone Database",w_1814
w_1925,AR-MA-Bruzzone-Poggio-Valeria-6-Pinturas-1925-00-EN.jpg,AR-MA-Bruzzone-Poggio-Valeria-6-Pinturas-1925-00-ES.jpg,Martin Gersbach,"Poggio, Valeria",6 Pinturas,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],"6 Dibujos: Una letra “a”, una letra “u”, una tranquera, una cabeza de caballo, un osito con un reloj en la panza y una casa","6 Drawings: A letter ""a"", a letter ""u"", a fence, a horse's head, a teddy bear with a clock on its belly and a house",7 cm x 7 cm; 7 cm x 7 cm; 5.5 cm x 6.5 cm; 8 cm x 9.5 cm; 8 cm x 8 cm; 8 cm x 6 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1925",-34.60,-58.38,i_1925-00,"imageOf w_1925, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Poggio-Valeria-6-Pinturas-1925-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Poggio-Valeria-6-Pinturas-1925-00-ES.jpg,6 Pinturas,Martin Gersbach; Museos Abiertos,acuarela (obra visual) [aat:300078925]; acuarela [aat:300015045]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,aquarelles (paintings) [aat:300404216]; watercolor [aat:300015045]; drawing paper [aat:300014157]; Argentinean; Contemporary,"6 Dibujos: Una letra “a”, una letra “u”, una tranquera, una cabeza de caballo, un osito con un reloj en la panza y una casa","6 Drawings: A letter ""a"", a letter ""u"", a fence, a horse's head, a teddy bear with a clock on its belly and a house",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,acuarela (obra visual) [aat:300078925],aquarelles (paintings) [aat:300404216],acuarela [aat:300015045]; papel de dibujo [aat:300014157],watercolor [aat:300015045]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1925, Bruzzone Database",w_1925
w_1750,AR-MA-Bruzzone-Pomar-Jorge-Donald-Trump-1750-00-EN.jpg,AR-MA-Bruzzone-Pomar-Jorge-Donald-Trump-1750-00-ES.jpg,Martin Gersbach,"Pomar, Jorge",Donald Trump,,,,,Retrato de Donald Trump,Portrait of Donald Trump,28.5 cm (diameter),2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1750",-34.60,-58.38,i_1750-00,"imageOf w_1750, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Donald-Trump-1750-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Donald-Trump-1750-00-ES.jpg,Donald Trump,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Retrato de Donald Trump,Portrait of Donald Trump,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1750, Bruzzone Database",w_1750
w_1674,AR-MA-Bruzzone-Pomar-Jorge-Fusil-AK-47-producido-por-Iszmash-en-Rusia-1674-00-EN.jpg,AR-MA-Bruzzone-Pomar-Jorge-Fusil-AK-47-producido-por-Iszmash-en-Rusia-1674-00-ES.jpg,Martin Gersbach,"Pomar, Jorge",Fusil AK-47 producido por Iszmash en Rusia,,,,,Un fusil en colores en degradé,A rifle in gradient colors,107 cm x 35 cm,2015 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1674",-34.60,-58.38,i_1674-00,"imageOf w_1674, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Fusil-AK-47-producido-por-Iszmash-en-Rusia-1674-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Fusil-AK-47-producido-por-Iszmash-en-Rusia-1674-00-ES.jpg,Fusil AK-47 producido por Iszmash en Rusia,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Un fusil en colores en degradé,A rifle in gradient colors,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1674, Bruzzone Database",w_1674
w_1675,AR-MA-Bruzzone-Pomar-Jorge-Fusil-M-16-producido-por-Colt-en-Estados-Unidos-1675-00-EN.jpg,AR-MA-Bruzzone-Pomar-Jorge-Fusil-M-16-producido-por-Colt-en-Estados-Unidos-1675-00-ES.jpg,Martin Gersbach,"Pomar, Jorge",Fusil M 16 producido por Colt en Estados Unidos,,,,,Un fusil con puntos de colores,A rifle with colored dots,107 cm x 33 cm,2015 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1675",-34.60,-58.38,i_1675-00,"imageOf w_1675, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Fusil-M-16-producido-por-Colt-en-Estados-Unidos-1675-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Fusil-M-16-producido-por-Colt-en-Estados-Unidos-1675-00-ES.jpg,Fusil M 16 producido por Colt en Estados Unidos,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Un fusil con puntos de colores,A rifle with colored dots,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1675, Bruzzone Database",w_1675
w_1752,AR-MA-Bruzzone-Pomar-Jorge-Intercambio-de-glucosa-1752-00-EN.jpg,AR-MA-Bruzzone-Pomar-Jorge-Intercambio-de-glucosa-1752-00-ES.jpg,Martin Gersbach,"Pomar, Jorge",Intercambio de glucosa,objeto [aat:300311889],objects [aat:300311889],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],Un sobrecito de azúcar enmarcado,A framed sugar sachet,6.5 cm x 4 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1752",-34.60,-58.38,i_1752-00,"imageOf w_1752, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Intercambio-de-glucosa-1752-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pomar-Jorge-Intercambio-de-glucosa-1752-00-ES.jpg,Intercambio de glucosa,Martin Gersbach; Museos Abiertos,objeto [aat:300311889]; técnica mixta (material artístico) [aat:300163347]; Argentinean; Contemporary,objects [aat:300311889]; mixed media [aat:300163347]; Argentinean; Contemporary,Un sobrecito de azúcar enmarcado,A framed sugar sachet,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto [aat:300311889],objects [aat:300311889],técnica mixta (material artístico) [aat:300163347],mixed media [aat:300163347],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1752, Bruzzone Database",w_1752
w_492,AR-MA-Bruzzone-Pombo-Marcelo-Banquito-0492-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Banquito-0492-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Banquito,,,,,"Banco salpicado y chorreado con blanco, negro y rojo","Bench splashed and sandblasted with white, black and red",27 cm x 27 cm x 45 cm,1985 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_492",-34.60,-58.38,i_0492-00,"imageOf w_492, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Banquito-0492-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Banquito-0492-00-ES.jpg,Banquito,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Banco salpicado y chorreado con blanco, negro y rojo","Bench splashed and sandblasted with white, black and red",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_492, Bruzzone Database",w_492
w_15,AR-MA-Bruzzone-Pombo-Marcelo-Calefon-0015-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Calefon-0015-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Calefón,,,,,"Ventana de vidrios repartidos, rodeados de hojas, con fuego en la base","Window of divided glass, surrounded by leaves, with fire at the base.",35 cm x 68 cm x 20.5 cm,1996 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_15",-34.60,-58.38,i_0015-00,"imageOf w_15, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Calefon-0015-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Calefon-0015-00-ES.jpg,Calefón,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Ventana de vidrios repartidos, rodeados de hojas, con fuego en la base","Window of divided glass, surrounded by leaves, with fire at the base.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_15, Bruzzone Database",w_15
w_307,AR-MA-Bruzzone-Pombo-Marcelo-Cinco-caras-0307-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Cinco-caras-0307-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Serie Dibujos Madryn. Cinco caras,,,,,"Cara con cuatro caras en su entorno, saliéndole un líquido por sus bocas, y éste rodeándolas","Face with four faces around it, with a liquid coming out of their mouths and surrounding them.",22 cm x 34 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_307",-34.60,-58.38,i_0307-00,"imageOf w_307, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Cinco-caras-0307-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Cinco-caras-0307-00-ES.jpg,Serie Dibujos Madryn. Cinco caras,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Cara con cuatro caras en su entorno, saliéndole un líquido por sus bocas, y éste rodeándolas","Face with four faces around it, with a liquid coming out of their mouths and surrounding them.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_307, Bruzzone Database",w_307
w_309,AR-MA-Bruzzone-Pombo-Marcelo-Con-ojos-en-el-pelo-0309-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Con-ojos-en-el-pelo-0309-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Serie Dibujos Madryn. Con ojos en el pelo,,,,,Personaje con el pelo en punta y con ojos en el mismo,Character with spiked hair and eyes on the same,22 cm x 34 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_309",-34.60,-58.38,i_0309-00,"imageOf w_309, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Con-ojos-en-el-pelo-0309-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Con-ojos-en-el-pelo-0309-00-ES.jpg,Serie Dibujos Madryn. Con ojos en el pelo,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Personaje con el pelo en punta y con ojos en el mismo,Character with spiked hair and eyes on the same,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_309, Bruzzone Database",w_309
w_577,AR-MA-Bruzzone-Pombo-Marcelo-Dibujos-Espacio-Vox-0577-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Dibujos-Espacio-Vox-0577-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Dibujos Espacio Vox,,,,,"Invitación especial del artista para la muestra “Dibujos”, en Espacio Vox","Special invitation of the artist for the exhibition ""Dibujos"", at Espacio Vox",10 cm x 15 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_577",-34.60,-58.38,i_0577-00,"imageOf w_577, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Dibujos-Espacio-Vox-0577-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Dibujos-Espacio-Vox-0577-00-ES.jpg,Dibujos Espacio Vox,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Invitación especial del artista para la muestra “Dibujos”, en Espacio Vox","Special invitation of the artist for the exhibition ""Dibujos"", at Espacio Vox",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_577, Bruzzone Database",w_577
w_261,AR-MA-Bruzzone-Pombo-Marcelo-Disco-0261-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Disco-0261-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Disco,objeto [aat:300311889],objects [aat:300311889],,,Collage de imágenes sobre disco pintado,Collage of images on painted disc,30 cm (diameter),1996 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_261",-34.60,-58.38,i_0261-00,"imageOf w_261, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Disco-0261-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Disco-0261-00-ES.jpg,Disco,Martin Gersbach; Museos Abiertos,objeto [aat:300311889]; ; Argentinean; Contemporary,objects [aat:300311889]; ; Argentinean; Contemporary,Collage de imágenes sobre disco pintado,Collage of images on painted disc,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto [aat:300311889],objects [aat:300311889],,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_261, Bruzzone Database",w_261
w_308,AR-MA-Bruzzone-Pombo-Marcelo-El-pelo-que-queria-Pombo-Marcelo-0308-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-El-pelo-que-queria-Pombo-Marcelo-0308-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Serie Dibujos Madryn. El pelo que quería Pombo,,,,,Personaje con una melena inmensa,Character with a huge mane,22 cm x 34 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_308",-34.60,-58.38,i_0308-00,"imageOf w_308, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-El-pelo-que-queria-Pombo-Marcelo-0308-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-El-pelo-que-queria-Pombo-Marcelo-0308-00-ES.jpg,Serie Dibujos Madryn. El pelo que quería Pombo,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Personaje con una melena inmensa,Character with a huge mane,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_308, Bruzzone Database",w_308
w_306,AR-MA-Bruzzone-Pombo-Marcelo-Ilusiones-de-Artista-0306-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Ilusiones-de-Artista-0306-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Serie Dibujos Madryn. Ilusiones de Artista,,,,,Payaso con lágrima con leyenda. Circo incendiándose de fondo,Clown with tear with legend. Circus on fire in the background,22 cm x 34 cm,1994 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_306",-34.60,-58.38,i_0306-00,"imageOf w_306, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Ilusiones-de-Artista-0306-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Ilusiones-de-Artista-0306-00-ES.jpg,Serie Dibujos Madryn. Ilusiones de Artista,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,Payaso con lágrima con leyenda. Circo incendiándose de fondo,Clown with tear with legend. Circus on fire in the background,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_306, Bruzzone Database",w_306
w_1432,AR-MA-Bruzzone-Pombo-Marcelo-ST-Peinado-con-cabezas-1432-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-ST-Peinado-con-cabezas-1432-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Sin título. Peinado con cabezas,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],"Personaje en el agua, con peinado de cabezas. De fondo nube de cabezas, desprendiendo algunas de ellas","Character in the water, with head hairstyle. In the background cloud of heads, detaching some of them.",21 cm x 35.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1432",-34.60,-58.38,i_1432-00,"imageOf w_1432, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-ST-Peinado-con-cabezas-1432-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-ST-Peinado-con-cabezas-1432-00-ES.jpg,Sin título. Peinado con cabezas,Martin Gersbach; Museos Abiertos,serigrafía [aat:300053281]; papel (producto de fibra) [aat:300014109]; Argentinean; Contemporary,screen printing [aat:300053281]; paper (fiber product) [aat:300014109]; Argentinean; Contemporary,"Personaje en el agua, con peinado de cabezas. De fondo nube de cabezas, desprendiendo algunas de ellas","Character in the water, with head hairstyle. In the background cloud of heads, detaching some of them.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,serigrafía [aat:300053281],screen printing [aat:300053281],papel (producto de fibra) [aat:300014109],paper (fiber product) [aat:300014109],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1432, Bruzzone Database",w_1432
w_256,AR-MA-Bruzzone-Pombo-Marcelo-Vitreaux-de-San-Francisco-Solano-0256-00-EN.jpg,AR-MA-Bruzzone-Pombo-Marcelo-Vitreaux-de-San-Francisco-Solano-0256-00-ES.jpg,Martin Gersbach,"Pombo, Marcelo",Vitreaux de San Francisco Solano,,,,,"Rectángulos de nylon, pegados con cinta con colores de fondo y contornos negros","Nylon rectangles, taped together with black background colors and outlines",100 cm x 80 cm,1991 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_256",-34.60,-58.38,i_0256-00,"imageOf w_256, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Vitreaux-de-San-Francisco-Solano-0256-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Pombo-Marcelo-Vitreaux-de-San-Francisco-Solano-0256-00-ES.jpg,Vitreaux de San Francisco Solano,Martin Gersbach; Museos Abiertos,Argentinean; Contemporary,Argentinean; Contemporary,"Rectángulos de nylon, pegados con cinta con colores de fondo y contornos negros","Nylon rectangles, taped together with black background colors and outlines",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,,,,,Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_256, Bruzzone Database",w_256
